t1time,t1concentration,t1saturation,t1temp,t2time,t2concentration,t2saturation,t2temp,t3time,t3concentration,t3saturation,t3temp,t4time,t4concentration,t4saturation,t4temp,t5time,t5concentration,t5saturation,t5temp,t6time,t6concentration,t6saturation,t6temp,t7time,t7concentration,t7saturation,t7temp
1084,5.6,64.3,22.4,,,,,,,,,1059,4.16,47.5,22,,,,,,,,,890,6.66,76.5,22.3
1086,5.64,64.7,22.4,,,,,,,,,1060,4.18,47.8,22.1,,,,,,,,,892,6.68,76.6,22.3
1088,5.66,65,22.4,,,,,,,,,1061,4.21,48.1,22.1,,,,,,,,,894,6.69,76.8,22.3
1090,5.67,65.1,22.4,,,,,,,,,1062,4.24,48.4,22.1,,,,,,,,,896,6.71,77.1,22.3
1092,5.68,65.2,22.4,,,,,,,,,1063,4.26,48.6,22.1,,,,,,,,,898,6.74,77.3,22.3
1094,5.7,65.4,22.4,,,,,,,,,1064,4.28,48.8,22,,,,,,,,,900,6.77,77.6,22.3
1096,5.73,65.7,22.4,,,,,,,,,1065,4.3,49.1,22,,,,,,,,,902,6.8,78,22.3
1098,5.75,66.1,22.4,,,,,,,,,1066,4.32,49.3,22,,,,,,,,,904,6.83,78.4,22.3
1100,5.78,66.3,22.4,,,,,,,,,1067,4.34,49.6,22,,,,,,,,,906,6.86,78.7,22.3
1102,5.79,66.5,22.4,,,,,,,,,1068,4.37,49.8,22.1,,,,,,,,,908,6.87,78.8,22.3
1104,5.81,66.6,22.4,,,,,,,,,1069,4.39,50.1,22.1,,,,,,,,,910,6.88,78.9,22.3
1106,5.83,67,22.4,,,,,,,,,1070,4.42,50.4,22.1,,,,,,,,,912,6.89,79.1,22.3
1108,5.85,67.2,22.4,,,,,,,,,1071,4.44,50.7,22.1,,,,,,,,,914,6.91,79.3,22.3
1110,5.85,67.2,22.4,,,,,,,,,1072,4.47,51,22.1,,,,,,,,,916,6.94,79.6,22.3
1112,5.86,67.3,22.4,,,,,,,,,1073,4.49,51.2,22.1,,,,,,,,,918,6.97,80,22.3
,,,,,,,,,,,,1074,4.5,51.4,22,,,,,,,,,920,7,80.3,22.3
,,,,,,,,,,,,1075,4.52,51.6,22.1,,,,,,,,,922,7.02,80.6,22.3
,,,,,,,,,,,,1076,4.53,51.7,22.1,,,,,,,,,924,7.04,80.8,22.3
,,,,,,,,,,,,1077,4.55,51.9,22,,,,,,,,,926,7.06,81,22.3
,,,,,,,,,,,,1078,4.56,52,22,,,,,,,,,928,7.07,81.2,22.3
,,,,,,,,,,,,1079,4.58,52.3,22,,,,,,,,,930,7.09,81.4,22.3
,,,,,,,,,,,,1080,4.6,52.5,22,,,,,,,,,932,7.11,81.6,22.3
,,,,,,,,,,,,1081,4.63,52.8,22,,,,,,,,,934,7.13,81.8,22.3
,,,,,,,,,,,,1082,4.66,53.1,22,,,,,,,,,936,7.14,82,22.3
,,,,,,,,,,,,1083,4.68,53.4,22,,,,,,,,,938,7.17,82.2,22.3
,,,,,,,,,,,,1084,4.7,53.6,22,,,,,,,,,940,7.18,82.4,22.3
,,,,,,,,,,,,1085,4.71,53.8,22,,,,,,,,,,,,
,,,,,,,,,,,,1086,4.73,53.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1087,4.74,54.1,22,,,,,,,,,,,,
,,,,,,,,,,,,1088,4.76,54.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1089,4.79,54.6,22,,,,,,,,,,,,
,,,,,,,,,,,,1090,4.81,54.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1091,4.84,55.2,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1092,4.86,55.5,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1093,4.88,55.7,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1094,4.9,55.9,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1095,4.9,56,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1096,4.91,56,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1097,4.92,56.1,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1098,4.93,56.2,22,,,,,,,,,,,,
,,,,,,,,,,,,1099,4.94,56.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1100,4.96,56.6,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1101,4.98,56.9,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1102,5.01,57.2,22,,,,,,,,,,,,
,,,,,,,,,,,,1103,5.04,57.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1104,5.06,57.8,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1105,5.09,58.1,22,,,,,,,,,,,,
,,,,,,,,,,,,1106,5.11,58.3,22,,,,,,,,,,,,
,,,,,,,,,,,,1107,5.14,58.6,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1108,5.15,58.8,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1109,5.17,59,22,,,,,,,,,,,,
,,,,,,,,,,,,1110,5.18,59.1,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1111,5.2,59.3,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1112,5.21,59.4,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1113,5.22,59.6,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1114,5.23,59.7,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1115,5.25,59.9,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1116,5.26,60.1,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1117,5.28,60.2,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1118,5.29,60.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1119,5.31,60.6,22,,,,,,,,,,,,
,,,,,,,,,,,,1120,5.32,60.7,22,,,,,,,,,,,,
,,,,,,,,,,,,1121,5.33,60.8,22,,,,,,,,,,,,
,,,,,,,,,,,,1122,5.34,61,22,,,,,,,,,,,,
,,,,,,,,,,,,1123,5.35,61,22,,,,,,,,,,,,
,,,,,,,,,,,,1124,5.36,61.1,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1125,5.37,61.2,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1126,5.38,61.3,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1127,5.39,61.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1128,5.4,61.6,22,,,,,,,,,,,,
,,,,,,,,,,,,1129,5.41,61.7,22,,,,,,,,,,,,
,,,,,,,,,,,,1130,5.42,61.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1131,5.44,62.1,22,,,,,,,,,,,,
,,,,,,,,,,,,1132,5.46,62.3,22,,,,,,,,,,,,
,,,,,,,,,,,,1133,5.48,62.5,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1134,5.5,62.7,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1135,5.51,62.9,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1136,5.53,63.1,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1137,5.55,63.3,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1138,5.56,63.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1139,5.58,63.6,22,,,,,,,,,,,,
,,,,,,,,,,,,1140,5.59,63.8,22,,,,,,,,,,,,
,,,,,,,,,,,,1141,5.61,64,22,,,,,,,,,,,,
,,,,,,,,,,,,1142,5.63,64.2,22,,,,,,,,,,,,
,,,,,,,,,,,,1143,5.65,64.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1144,5.67,64.7,22,,,,,,,,,,,,
,,,,,,,,,,,,1145,5.69,64.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1146,5.71,65.2,22,,,,,,,,,,,,
,,,,,,,,,,,,1147,5.74,65.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1148,5.76,65.7,22,,,,,,,,,,,,
,,,,,,,,,,,,1149,5.79,66,22,,,,,,,,,,,,
,,,,,,,,,,,,1150,5.81,66.3,22,,,,,,,,,,,,
,,,,,,,,,,,,1151,5.83,66.6,22,,,,,,,,,,,,
,,,,,,,,,,,,1152,5.85,66.8,22,,,,,,,,,,,,
,,,,,,,,,,,,1153,5.86,66.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1154,5.87,66.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1155,5.87,66.9,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1156,5.86,66.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1157,5.86,66.9,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1158,5.87,67,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1159,5.89,67.2,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1160,5.91,67.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1161,5.94,67.8,22,,,,,,,,,,,,
,,,,,,,,,,,,1162,5.97,68.2,22,,,,,,,,,,,,
,,,,,,,,,,,,1163,6,68.5,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1164,6.02,68.7,22,,,,,,,,,,,,
,,,,,,,,,,,,1165,6.04,68.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1166,6.04,69,22,,,,,,,,,,,,
,,,,,,,,,,,,1167,6.05,69,22,,,,,,,,,,,,
,,,,,,,,,,,,1168,6.06,69.1,22,,,,,,,,,,,,
,,,,,,,,,,,,1169,6.07,69.2,22,,,,,,,,,,,,
,,,,,,,,,,,,1170,6.08,69.3,22,,,,,,,,,,,,
,,,,,,,,,,,,1171,6.08,69.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1172,6.08,69.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1173,6.08,69.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1174,6.09,69.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1175,6.09,69.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1176,6.1,69.6,22,,,,,,,,,,,,
,,,,,,,,,,,,1177,6.11,69.7,22,,,,,,,,,,,,
,,,,,,,,,,,,1178,6.12,69.8,22,,,,,,,,,,,,
,,,,,,,,,,,,1179,6.13,69.9,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1180,6.14,70.1,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1181,6.16,70.3,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1182,6.17,70.4,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1183,6.17,70.5,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1184,6.17,70.5,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1185,6.18,70.5,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1186,6.19,70.6,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1187,6.2,70.7,22,,,,,,,,,,,,
,,,,,,,,,,,,1188,6.22,70.9,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1189,6.23,71.1,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1190,6.25,71.3,22,,,,,,,,,,,,
,,,,,,,,,,,,1191,6.25,71.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1192,6.26,71.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1193,6.26,71.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1194,6.26,71.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1195,6.27,71.6,22,,,,,,,,,,,,
,,,,,,,,,,,,1196,6.28,71.7,22,,,,,,,,,,,,
,,,,,,,,,,,,1197,6.29,71.8,22,,,,,,,,,,,,
,,,,,,,,,,,,1198,6.31,72,22,,,,,,,,,,,,
,,,,,,,,,,,,1199,6.33,72.2,22,,,,,,,,,,,,
,,,,,,,,,,,,1200,6.35,72.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1201,6.37,72.7,22,,,,,,,,,,,,
,,,,,,,,,,,,1202,6.39,72.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1203,6.41,73.1,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1204,6.42,73.3,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1205,6.44,73.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1206,6.46,73.7,22,,,,,,,,,,,,
,,,,,,,,,,,,1207,6.47,73.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1208,6.49,74,22,,,,,,,,,,,,
,,,,,,,,,,,,1209,6.5,74.2,22,,,,,,,,,,,,
,,,,,,,,,,,,1210,6.51,74.3,22,,,,,,,,,,,,
,,,,,,,,,,,,1211,6.52,74.4,22,,,,,,,,,,,,
,,,,,,,,,,,,1212,6.53,74.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1213,6.54,74.6,22,,,,,,,,,,,,
,,,,,,,,,,,,1214,6.54,74.6,22,,,,,,,,,,,,
,,,,,,,,,,,,1215,6.55,74.8,22,,,,,,,,,,,,
,,,,,,,,,,,,1216,6.57,74.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1217,6.59,75.2,22,,,,,,,,,,,,
,,,,,,,,,,,,1218,6.61,75.5,22,,,,,,,,,,,,
,,,,,,,,,,,,1219,6.65,75.9,22,,,,,,,,,,,,
,,,,,,,,,,,,1220,6.68,76.2,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1221,6.71,76.6,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1222,6.74,76.9,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1223,6.77,77.3,22.1,,,,,,,,,,,,
,,,,,,,,,,,,1224,6.8,77.6,22.1,,,,,,,,,,,,
